method,method_display,preprocess_method,preprocess_display,preprocess_kind,input_channels,channel_names,sample,true_vectors,pred_vectors,vector_count_error,engineering_score,line_geometry_score,total_length_score,junction_angle_score,vector_count_score,true_junctions,pred_junctions,pixel_precision_on_preprocessed,pixel_recall_on_preprocessed,pixel_f1_on_preprocessed,pixel_iou_on_preprocessed,pixel_accuracy_on_preprocessed,tp,fp,fn,tn,precision_from_matrix,recall_from_matrix,f1_from_matrix,accuracy_from_matrix,iou_from_matrix,raw_stroke_pixels,processed_feature_pixels,opening_radius,closing_radius,erode_radius,dilate_radius,density_radius,distance_decay_px,neighbour_blend,apply_opening,apply_closing,apply_erosion,apply_dilation,apply_skeletonization,internal_skeletonization_applied
cnn_direct_vector_regression__skeleton,CNN + Zhang-Suen skeleton,skeleton,Zhang-Suen skeleton,skeleton,1,,5,2,2,0,0.49802380952380954,0.12999999999999998,0.4476190476190476,1.0,1.0,0,0,0.024390243901844143,0.011235955056053529,0.015384614952544392,0.007751937984436032,0.9921874999999394,1,40,88,16255,0.024390243901844143,0.011235955056053529,0.015384614952544392,0.9921874999999394,0.007751937984436032,190,89,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__multi_channel_stack,CNN + Multi-channel stack,multi_channel_stack,Multi-channel stack,multi_channel,8,"threshold_only, dilated_stroke, close_gaps, local_density, sobel_edges, distance_transform, neighbour_context, skeleton",5,2,3,1,0.5066103778467909,0.09193840579710144,0.7428571428571429,1.0,0.6666666666666667,0,0,0.20253164556705655,0.02346041055715035,0.04204993411079896,0.021476510067085265,0.9555053710936916,16,63,666,15639,0.20253164556705655,0.02346041055715035,0.04204993411079896,0.9555053710936916,0.021476510067085265,190,682,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__threshold_only,CNN + Threshold binary,threshold_only,Threshold binary,binary,1,,6,2,2,0,0.5324605821710128,0.02058823529411763,0.865979381443299,1.0,1.0,0,0,0.11224489795803831,0.041984732824267235,0.06111111071453703,0.0315186246417435,0.9793701171874402,11,87,251,16035,0.11224489795803831,0.041984732824267235,0.06111111071453703,0.9793701171874402,0.0315186246417435,262,262,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__dilated_stroke,CNN + Dilated stroke,dilated_stroke,Dilated stroke,binary,1,,6,2,2,0,0.6510929351121891,0.28421568627450977,0.865979381443299,1.0,1.0,0,0,0.25252525252270175,0.05411255411243699,0.08912655942381983,0.0466417910446891,0.9688110351561908,25,74,437,15848,0.25252525252270175,0.05411255411243699,0.08912655942381983,0.9688110351561908,0.0466417910446891,262,462,0,0,0,1,0,0.0,0.0,False,False,False,True,False,False
cnn_direct_vector_regression__close_gaps,CNN + Close small gaps,close_gaps,Close small gaps,binary,1,,6,2,2,0,0.5418333333333334,0.13,0.6666666666666667,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9807128906249402,0,54,262,16068,0.0,0.0,0.0,0.9807128906249402,0.0,262,262,0,1,0,0,0,0.0,0.0,False,True,False,False,False,False
cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,Local density blur,local_density,1,,6,2,2,0,0.66425,0.325,0.84,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9682006835936908,0,99,422,15863,0.0,0.0,0.0,0.9682006835936908,0.0,262,422,0,0,0,0,2,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__sobel_edges,CNN + Sobel edge response,sobel_edges,Sobel edge response,sobel_edges,1,,6,2,1,1,0.41428571428571426,0.0,0.5714285714285714,1.0,0.5,0,0,0.062499999998697923,0.008426966292111161,0.014851484939050098,0.007481296758086082,0.9757080078124404,3,45,353,15983,0.062499999998697923,0.008426966292111161,0.014851484939050098,0.9757080078124404,0.007481296758086082,262,356,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,Distance-to-stroke,distance_transform,1,,6,2,2,0,0.49237288135593216,0.0,0.711864406779661,1.0,1.0,0,0,0.3448275862039239,0.06042296072498426,0.10282776324214087,0.05420054200534661,0.9573974609374415,40,76,622,15646,0.3448275862039239,0.06042296072498426,0.10282776324214087,0.9573974609374415,0.05420054200534661,262,662,0,0,0,0,0,4.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__neighbour_context,CNN + Neighbour-count context,neighbour_context,Neighbour-count context,neighbour_context,1,,6,2,2,0,0.5190476190476191,0.0,0.8452380952380952,1.0,1.0,0,0,0.23437499999633787,0.05725190839672805,0.09202453956118033,0.04823151125386421,0.98193359374994,15,49,247,16073,0.23437499999633787,0.05725190839672805,0.09202453956118033,0.98193359374994,0.04823151125386421,262,262,0,0,0,0,0,0.0,0.45,False,False,False,False,False,False
cnn_direct_vector_regression__skeleton,CNN + Zhang-Suen skeleton,skeleton,Zhang-Suen skeleton,skeleton,1,,6,2,2,0,0.5377500000000001,0.195,0.5,1.0,1.0,0,0,0.3863636363548554,0.20731707316820344,0.26984126938246406,0.1559633027508627,0.9943847656249393,17,27,65,16275,0.3863636363548554,0.20731707316820344,0.26984126938246406,0.9943847656249393,0.1559633027508627,262,82,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__multi_channel_stack,CNN + Multi-channel stack,multi_channel_stack,Multi-channel stack,multi_channel,8,"threshold_only, dilated_stroke, close_gaps, local_density, sobel_edges, distance_transform, neighbour_context, skeleton",6,2,2,0,0.6918714985994397,0.3575980392156862,0.9047619047619048,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9548339843749417,0,78,662,15644,0.0,0.0,0.0,0.9548339843749417,0.0,262,662,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__threshold_only,CNN + Threshold binary,threshold_only,Threshold binary,binary,1,,7,1,1,0,0.4514492753623188,0.0,0.5072463768115942,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9887695312499396,0,32,152,16200,0.0,0.0,0.0,0.9887695312499396,0.0,152,152,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__dilated_stroke,CNN + Dilated stroke,dilated_stroke,Dilated stroke,binary,1,,7,1,1,0,0.42536231884057973,0.0,0.37681159420289856,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9763793945311904,0,23,364,15997,0.0,0.0,0.0,0.9763793945311904,0.0,152,364,0,0,0,1,0,0.0,0.0,False,False,False,True,False,False
cnn_direct_vector_regression__close_gaps,CNN + Close small gaps,close_gaps,Close small gaps,binary,1,,7,1,1,0,0.4920289855072464,0.0,0.7101449275362319,1.0,1.0,0,0,0.0909090909070248,0.026315789473511084,0.0408163261820075,0.02083333333322483,0.9885253906249396,4,40,148,16192,0.0909090909070248,0.026315789473511084,0.0408163261820075,0.9885253906249396,0.02083333333322483,152,152,0,1,0,0,0,0.0,0.0,False,True,False,False,False,False
cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,Local density blur,local_density,1,,7,1,1,0,0.6178995299647473,0.18091787439613524,0.9324324324324325,1.0,1.0,0,0,0.4137931034411415,0.09523809523771731,0.15483870937223726,0.0839160839157905,0.9840087890624399,24,34,228,16098,0.4137931034411415,0.09523809523771731,0.15483870937223726,0.9840087890624399,0.0839160839157905,152,252,0,0,0,0,2,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__sobel_edges,CNN + Sobel edge response,sobel_edges,Sobel edge response,sobel_edges,1,,7,1,1,0,0.5474665551839465,0.045652173913043485,0.8846153846153846,1.0,1.0,0,0,0.1304347826068053,0.04411764705860727,0.06593406555585075,0.03409090909077996,0.9844360351561899,9,60,195,16120,0.1304347826068053,0.04411764705860727,0.06593406555585075,0.9844360351561899,0.03409090909077996,152,204,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,Distance-to-stroke,distance_transform,1,,7,1,1,0,0.6356715306730196,0.21473429951690823,0.9452054794520548,1.0,1.0,0,0,0.05084745762625682,0.0062761506276019325,0.011173184161903675,0.005617977528079367,0.9675903320311909,3,56,475,15850,0.05084745762625682,0.0062761506276019325,0.011173184161903675,0.9675903320311909,0.005617977528079367,152,478,0,0,0,0,0,4.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__neighbour_context,CNN + Neighbour-count context,neighbour_context,Neighbour-count context,neighbour_context,1,,7,1,1,0,0.600195652173913,0.1471014492753623,0.92,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9871215820311897,0,59,152,16173,0.0,0.0,0.0,0.9871215820311897,0.0,152,152,0,0,0,0,0,0.0,0.45,False,False,False,False,False,False
cnn_direct_vector_regression__skeleton,CNN + Zhang-Suen skeleton,skeleton,Zhang-Suen skeleton,skeleton,1,,7,1,1,0,0.4340579710144927,0.0,0.42028985507246375,1.0,1.0,0,0,0.03448275861950059,0.0199999999996,0.02531645523089249,0.012820512820348455,0.9953002929686893,1,28,49,16306,0.03448275861950059,0.0199999999996,0.02531645523089249,0.9953002929686893,0.012820512820348455,152,50,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__multi_channel_stack,CNN + Multi-channel stack,multi_channel_stack,Multi-channel stack,multi_channel,8,"threshold_only, dilated_stroke, close_gaps, local_density, sobel_edges, distance_transform, neighbour_context, skeleton",7,1,1,0,0.7705144927536232,0.5085507246376811,0.9583333333333334,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9675292968749409,0,54,478,15852,0.0,0.0,0.0,0.9675292968749409,0.0,152,478,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__threshold_only,CNN + Threshold binary,threshold_only,Threshold binary,binary,1,,8,1,2,1,0.46779661016949153,0.0,0.8389830508474576,1.0,0.5,0,0,0.060869565216862,0.022875816993389295,0.033254156372351774,0.016908212560345633,0.9751586914061905,7,108,299,15970,0.060869565216862,0.022875816993389295,0.033254156372351774,0.9751586914061905,0.016908212560345633,306,306,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__dilated_stroke,CNN + Dilated stroke,dilated_stroke,Dilated stroke,binary,1,,8,1,1,0,0.5095959595959596,0.0,0.797979797979798,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9634399414061912,0,79,520,15785,0.0,0.0,0.0,0.9634399414061912,0.0,306,520,0,0,0,1,0,0.0,0.0,False,False,False,True,False,False
cnn_direct_vector_regression__close_gaps,CNN + Close small gaps,close_gaps,Close small gaps,binary,1,,8,1,2,1,0.4455882352941177,0.0,0.7279411764705883,1.0,0.5,0,0,0.0,0.0,0.0,0.0,0.9729614257811906,0,137,306,15941,0.0,0.0,0.0,0.9729614257811906,0.0,306,306,0,1,0,0,0,0.0,0.0,False,True,False,False,False,False
cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,Local density blur,local_density,1,,8,1,2,1,0.5925267239322358,0.3036026936026936,0.7795275590551181,1.0,0.5,0,0,0.20155038759533683,0.05138339920938462,0.08188976345550994,0.04269293924459328,0.9644165039061912,26,103,480,15775,0.20155038759533683,0.05138339920938462,0.08188976345550994,0.9644165039061912,0.04269293924459328,306,506,0,0,0,0,2,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__sobel_edges,CNN + Sobel edge response,sobel_edges,Sobel edge response,sobel_edges,1,,8,1,2,1,0.5862307692307693,0.26,0.8461538461538461,1.0,0.5,0,0,0.27731092436741756,0.07932692307673239,0.12336448563493754,0.06573705179269773,0.9713745117186907,33,86,383,15882,0.27731092436741756,0.07932692307673239,0.12336448563493754,0.9713745117186907,0.06573705179269773,306,416,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,Distance-to-stroke,distance_transform,1,,8,1,1,0,0.8101767676767677,0.65,0.8383838383838383,1.0,1.0,0,0,0.9999999999880952,0.11382113821122788,0.2043795618598043,0.11382113821122788,0.9600830078124414,84,0,654,15646,0.9999999999880952,0.11382113821122788,0.2043795618598043,0.9600830078124414,0.11382113821122788,306,738,0,0,0,0,0,4.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__neighbour_context,CNN + Neighbour-count context,neighbour_context,Neighbour-count context,neighbour_context,1,,8,1,2,1,0.7003865546218488,0.52,0.8319327731092436,1.0,0.5,0,0,0.0,0.0,0.0,0.0,0.9739379882811905,0,121,306,15957,0.0,0.0,0.0,0.9739379882811905,0.0,306,306,0,0,0,0,0,0.0,0.45,False,False,False,False,False,False
cnn_direct_vector_regression__skeleton,CNN + Zhang-Suen skeleton,skeleton,Zhang-Suen skeleton,skeleton,1,,8,1,2,1,0.5085000000000001,0.12999999999999998,0.75,1.0,0.5,0,0,0.07086614173172547,0.09090909090817263,0.07964601720608505,0.04147465437768906,0.9873046874999397,9,118,90,16167,0.07086614173172547,0.09090909090817263,0.07964601720608505,0.9873046874999397,0.04147465437768906,306,99,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__multi_channel_stack,CNN + Multi-channel stack,multi_channel_stack,Multi-channel stack,multi_channel,8,"threshold_only, dilated_stroke, close_gaps, local_density, sobel_edges, distance_transform, neighbour_context, skeleton",8,1,1,0,0.4348484848484848,0.0,0.4242424242424242,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9523315429686918,0,43,738,15603,0.0,0.0,0.0,0.9523315429686918,0.0,306,738,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__threshold_only,CNN + Threshold binary,threshold_only,Threshold binary,binary,1,,9,3,3,0,0.3140384615384616,0.11666666666666667,0.8076923076923077,0.0,1.0,0,1,0.06451612903173777,0.0499999999996875,0.05633802767665146,0.028985507246271792,0.9836425781249399,8,116,152,16108,0.06451612903173777,0.0499999999996875,0.05633802767665146,0.9836425781249399,0.028985507246271792,160,160,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__dilated_stroke,CNN + Dilated stroke,dilated_stroke,Dilated stroke,binary,1,,9,3,3,0,0.5567857142857143,0.11666666666666667,0.7714285714285715,1.0,1.0,0,0,0.2112676056308272,0.03731343283572808,0.06342494689046123,0.03275109170298526,0.9729614257811906,15,56,387,15926,0.2112676056308272,0.03731343283572808,0.06342494689046123,0.9729614257811906,0.03275109170298526,160,402,0,0,0,1,0,0.0,0.0,False,False,False,True,False,False
cnn_direct_vector_regression__close_gaps,CNN + Close small gaps,close_gaps,Close small gaps,binary,1,,9,3,3,0,0.5326503759398497,0.07573099415204677,0.7428571428571429,1.0,1.0,0,0,0.06410256410174227,0.03124999999980469,0.04201680628168915,0.02145922746771906,0.9860839843749398,5,73,155,16151,0.06410256410174227,0.03124999999980469,0.04201680628168915,0.9860839843749398,0.02145922746771906,160,160,0,1,0,0,0,0.0,0.0,False,True,False,False,False,False
cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,Local density blur,local_density,1,,9,3,3,0,0.5707738095238095,0.08425925925925926,0.9142857142857143,1.0,1.0,0,0,0.15662650602220932,0.1074380165280377,0.1274509799082564,0.06806282722477454,0.9891357421874396,13,70,108,16193,0.15662650602220932,0.1074380165280377,0.1274509799082564,0.9891357421874396,0.06806282722477454,160,121,0,0,0,0,2,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__sobel_edges,CNN + Sobel edge response,sobel_edges,Sobel edge response,sobel_edges,1,,9,3,2,1,0.4821741854636591,0.07573099415204677,0.6571428571428571,1.0,0.6666666666666667,0,0,0.08620689655023782,0.01838235294110889,0.030303030013112953,0.015384615384568048,0.9804687499999402,5,53,267,16059,0.08620689655023782,0.01838235294110889,0.030303030013112953,0.9804687499999402,0.015384615384568048,160,272,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,Distance-to-stroke,distance_transform,1,,9,3,3,0,0.5542293233082707,0.03479532163742691,0.9428571428571428,1.0,1.0,0,0,0.46078431372097267,0.07208588957044158,0.12466843477897545,0.06647807637897245,0.9597167968749414,47,55,605,15677,0.46078431372097267,0.07208588957044158,0.12466843477897545,0.9597167968749414,0.06647807637897245,160,652,0,0,0,0,0,4.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__neighbour_context,CNN + Neighbour-count context,neighbour_context,Neighbour-count context,neighbour_context,1,,9,3,3,0,0.5471146616541354,0.0951754385964912,0.7714285714285715,1.0,1.0,0,0,0.028571428571020407,0.012499999999921876,0.01739130392423441,0.00877192982452293,0.9862060546874398,2,68,158,16156,0.028571428571020407,0.012499999999921876,0.01739130392423441,0.9862060546874398,0.00877192982452293,160,160,0,0,0,0,0,0.0,0.45,False,False,False,False,False,False
cnn_direct_vector_regression__skeleton,CNN + Zhang-Suen skeleton,skeleton,Zhang-Suen skeleton,skeleton,1,,9,3,3,0,0.565993883792049,0.05185185185185184,0.963302752293578,1.0,1.0,0,0,0.06249999999934896,0.05660377358437166,0.059405940094696595,0.030612244897803,0.9884033203124396,6,90,100,16188,0.06249999999934896,0.05660377358437166,0.059405940094696595,0.9884033203124396,0.030612244897803,160,106,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__multi_channel_stack,CNN + Multi-channel stack,multi_channel_stack,Multi-channel stack,multi_channel,8,"threshold_only, dilated_stroke, close_gaps, local_density, sobel_edges, distance_transform, neighbour_context, skeleton",9,3,3,0,0.5707456140350877,0.07573099415204677,0.9333333333333333,1.0,1.0,0,0,0.20987654320728547,0.02607361963186185,0.04638472013070805,0.023743016759743375,0.9573364257811915,17,64,635,15668,0.20987654320728547,0.02607361963186185,0.04638472013070805,0.9573364257811915,0.023743016759743375,160,652,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__threshold_only,CNN + Threshold binary,threshold_only,Threshold binary,binary,1,,10,4,4,0,0.5764957495569679,0.18114297092791715,0.724907063197026,1.0,1.0,0,0,0.005181347150232221,0.002336448598125382,0.003220611487855342,0.0016129032258038502,0.9622192382811913,1,192,427,15764,0.005181347150232221,0.002336448598125382,0.003220611487855342,0.9622192382811913,0.0016129032258038502,428,428,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__dilated_stroke,CNN + Dilated stroke,dilated_stroke,Dilated stroke,binary,1,,10,4,5,1,0.5395471079665828,0.11373954599761049,0.79182156133829,1.0,0.8,0,0,0.08212560386433757,0.016569200779710948,0.0275750199963086,0.01398026315788324,0.9268188476561934,17,190,1009,15168,0.08212560386433757,0.016569200779710948,0.0275750199963086,0.9268188476561934,0.01398026315788324,428,1026,0,0,0,1,0,0.0,0.0,False,False,False,True,False,False
cnn_direct_vector_regression__close_gaps,CNN + Close small gaps,close_gaps,Close small gaps,binary,1,,10,4,5,1,0.6202402321976612,0.24349130492499663,0.9033457249070632,1.0,0.8,0,0,0.038626609441894305,0.021028037383128438,0.027231467016957306,0.013803680981573922,0.9607543945311914,9,224,419,15732,0.038626609441894305,0.021028037383128438,0.027231467016957306,0.9607543945311914,0.013803680981573922,428,428,0,1,0,0,0,0.0,0.0,False,True,False,False,False,False
cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,Local density blur,local_density,1,,10,4,5,1,0.35088961173068983,0.20709876543209876,0.8884758364312267,0.0,0.8,0,1,0.0848214285710499,0.04166666666657529,0.05588235249921281,0.028744326777566196,0.9608154296874414,19,205,437,15723,0.0848214285710499,0.04166666666657529,0.05588235249921281,0.9608154296874414,0.028744326777566196,428,456,0,0,0,0,2,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__sobel_edges,CNN + Sobel edge response,sobel_edges,Sobel edge response,sobel_edges,1,,10,4,4,0,0.47557545868809203,0.07087813620071683,0.46840148698884754,1.0,1.0,0,0,0.19166666666506943,0.03267045454540814,0.05582524246946579,0.02871410736575691,0.9525146484374418,23,97,681,15583,0.19166666666506943,0.03267045454540814,0.05582524246946579,0.9525146484374418,0.02871410736575691,428,704,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,Distance-to-stroke,distance_transform,1,,10,4,5,1,0.5803837848449156,0.1339506172839506,0.950530035335689,1.0,0.8,0,0,0.21739130434703843,0.03898635477580313,0.06611570222138197,0.03418803418801471,0.8965454101561953,60,216,1479,14629,0.21739130434703843,0.03898635477580313,0.06611570222138197,0.8965454101561953,0.03418803418801471,428,1539,0,0,0,0,0,4.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__neighbour_context,CNN + Neighbour-count context,neighbour_context,Neighbour-count context,neighbour_context,1,,10,4,5,1,0.6272233880960947,0.2243130227001195,0.9814126394052045,1.0,0.8,0,0,0.03875968992233039,0.023364485981253822,0.029154518481058076,0.014792899408262141,0.9593505859374414,10,248,418,15708,0.03875968992233039,0.023364485981253822,0.029154518481058076,0.9593505859374414,0.014792899408262141,428,428,0,0,0,0,0,0.0,0.45,False,False,False,False,False,False
cnn_direct_vector_regression__skeleton,CNN + Zhang-Suen skeleton,skeleton,Zhang-Suen skeleton,skeleton,1,,10,4,5,1,0.2864594175960347,0.0887037037037037,0.8327137546468402,0.0,0.8,0,1,0.05687203791442241,0.04580152671738244,0.0507399572223002,0.02603036876350102,0.9725952148436906,12,199,250,15923,0.05687203791442241,0.04580152671738244,0.0507399572223002,0.9725952148436906,0.02603036876350102,428,262,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__multi_channel_stack,CNN + Multi-channel stack,multi_channel_stack,Multi-channel stack,multi_channel,8,"threshold_only, dilated_stroke, close_gaps, local_density, sobel_edges, distance_transform, neighbour_context, skeleton",10,4,5,1,0.3642146840148699,0.24166666666666664,0.8773234200743494,0.0,0.8,0,2,0.07305936073026001,0.0103963612735475,0.01820250262601066,0.009184845005735255,0.8946533203124454,16,203,1523,14642,0.07305936073026001,0.0103963612735475,0.01820250262601066,0.8946533203124454,0.009184845005735255,428,1539,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
